geography,period,area_code,area_name,language,n
Ward,2011,E05000831,Hale Central,Estonian,0
Ward,2011,E05000831,Hale Central,Slovenian,1
Ward,2011,E05000831,Hale Central,Maltese,0
Ward,2011,E05000831,Hale Central,Any other European Language (EU),2
Ward,2011,E05000831,Hale Central,Albanian,3
Ward,2011,E05000831,Hale Central,Serbian/Croatian/Bosnian,4
Ward,2011,E05000831,Hale Central,Ukrainian,0
Ward,2011,E05000831,Hale Central,Any other Eastern European Language (non EU),0
Ward,2011,E05000831,Hale Central,Northern European Language (non EU),0
Ward,2011,E05000831,Hale Central,Romani language (any),0
Ward,2011,E05000831,Hale Central,Yiddish,0
Ward,2011,E05000831,Hale Central,Russian,2
Ward,2011,E05000831,Hale Central,Turkish,0
Ward,2011,E05000831,Hale Central,Arabic,2
Ward,2011,E05000831,Hale Central,Hebrew,6
Ward,2011,E05000831,Hale Central,Kurdish,0
Ward,2011,E05000831,Hale Central,Persian/Farsi,11
Ward,2011,E05000831,Hale Central,Pashto,0
Ward,2011,E05000831,Hale Central,West/Central Asian Language (all other),1
Ward,2011,E05000831,Hale Central,Urdu,29
Ward,2011,E05000831,Hale Central,Hindi,5
Ward,2011,E05000831,Hale Central,Panjabi,3
Ward,2011,E05000831,Hale Central,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000831,Hale Central,Bengali (with Sylheti and Chatgaya),3
Ward,2011,E05000831,Hale Central,Gujarati,4
Ward,2011,E05000831,Hale Central,Marathi,4
Ward,2011,E05000831,Hale Central,Telugu,1
Ward,2011,E05000831,Hale Central,Tamil,6
Ward,2011,E05000831,Hale Central,Malayalam,1
Ward,2011,E05000831,Hale Central,Sinhala,0
Ward,2011,E05000831,Hale Central,Nepalese,7
Ward,2011,E05000831,Hale Central,South Asian Language (all other),6
Ward,2011,E05000831,Hale Central,Mandarin Chinese,2
Ward,2011,E05000831,Hale Central,Cantonese Chinese,2
Ward,2011,E05000831,Hale Central,All other Chinese,25
Ward,2011,E05000831,Hale Central,Japanese,3
Ward,2011,E05000831,Hale Central,Korean,2
Ward,2011,E05000831,Hale Central,Vietnamese,1
Ward,2011,E05000831,Hale Central,Thai,4
Ward,2011,E05000831,Hale Central,Malay,0
Ward,2011,E05000831,Hale Central,Tagalog/Filipino,1
Ward,2011,E05000831,Hale Central,East Asian Language (all other),4
Ward,2011,E05000831,Hale Central,Oceanic/Australian language (any),0
Ward,2011,E05000831,Hale Central,North/South American language (any),0
Ward,2011,E05000831,Hale Central,Caribbean Creole (English-based),0
Ward,2011,E05000831,Hale Central,Caribbean Creole (all other),0
Ward,2011,E05000831,Hale Central,Amharic,0
Ward,2011,E05000831,Hale Central,Tigrinya,0
Ward,2011,E05000831,Hale Central,Somali,1
Ward,2011,E05000831,Hale Central,Krio,0
Ward,2011,E05000831,Hale Central,Akan,0
Ward,2011,E05000831,Hale Central,Yoruba,0
Ward,2011,E05000831,Hale Central,Igbo,0
Ward,2011,E05000831,Hale Central,Swahili/Kiswahili,0
Ward,2011,E05000831,Hale Central,Luganda,0
Ward,2011,E05000831,Hale Central,Lingala,0
Ward,2011,E05000831,Hale Central,Shona,0
Ward,2011,E05000831,Hale Central,Afrikaans,0
Ward,2011,E05000831,Hale Central,Any other Nigerian language,0
Ward,2011,E05000831,Hale Central,West African language (all other),0
Ward,2011,E05000831,Hale Central,African language (all other),1
Ward,2011,E05000831,Hale Central,All other languages,1
Ward,2011,E05000831,Hale Central,British sign language,0
Ward,2011,E05000831,Hale Central,Sign Language (all other),0
Ward,2011,E05000831,Hale Central,Any Sign Communication System,0
Ward,2011,E05000832,Longford,English (English or Welsh if in Wales),9938
Ward,2011,E05000832,Longford,Welsh/Cymraeg (in England only),0
Ward,2011,E05000832,Longford,Gaelic (Irish),0
Ward,2011,E05000832,Longford,Gaelic (Scottish),0
Ward,2011,E05000832,Longford,Manx Gaelic,0
Ward,2011,E05000832,Longford,Gaelic (Not otherwise specified),0
Ward,2011,E05000832,Longford,Cornish,0
Ward,2011,E05000832,Longford,Scots,1
Ward,2011,E05000832,Longford,Gypsy/Traveller languages,0
Ward,2011,E05000832,Longford,French,26
Ward,2011,E05000832,Longford,Portuguese,14
Ward,2011,E05000832,Longford,Spanish,32
Ward,2011,E05000832,Longford,Italian,18
Ward,2011,E05000832,Longford,German,14
Ward,2011,E05000832,Longford,Polish,204
Ward,2011,E05000832,Longford,Slovak,10
Ward,2011,E05000832,Longford,Czech,15
Ward,2011,E05000832,Longford,Romanian,4
Ward,2011,E05000832,Longford,Lithuanian,8
Ward,2011,E05000832,Longford,Latvian,0
Ward,2011,E05000832,Longford,Hungarian,6
Ward,2011,E05000832,Longford,Bulgarian,3
Ward,2011,E05000832,Longford,Greek,18
Ward,2011,E05000832,Longford,Dutch,5
Ward,2011,E05000832,Longford,Swedish,3
Ward,2011,E05000832,Longford,Danish,1
Ward,2011,E05000832,Longford,Finnish,1
Ward,2011,E05000832,Longford,Estonian,0
Ward,2011,E05000832,Longford,Slovenian,0
Ward,2011,E05000832,Longford,Maltese,2
Ward,2011,E05000832,Longford,Any other European Language (EU),1
Ward,2011,E05000832,Longford,Albanian,0
Ward,2011,E05000832,Longford,Serbian/Croatian/Bosnian,0
Ward,2011,E05000832,Longford,Ukrainian,2
Ward,2011,E05000832,Longford,Any other Eastern European Language (non EU),0
Ward,2011,E05000832,Longford,Northern European Language (non EU),0
Ward,2011,E05000832,Longford,Romani language (any),1
Ward,2011,E05000832,Longford,Yiddish,0
Ward,2011,E05000832,Longford,Russian,15
Ward,2011,E05000832,Longford,Turkish,8
Ward,2011,E05000832,Longford,Arabic,115
Ward,2011,E05000832,Longford,Hebrew,0
Ward,2011,E05000832,Longford,Kurdish,16
Ward,2011,E05000832,Longford,Persian/Farsi,25
Ward,2011,E05000832,Longford,Pashto,13
Ward,2011,E05000832,Longford,West/Central Asian Language (all other),0
Ward,2011,E05000832,Longford,Urdu,330
Ward,2011,E05000832,Longford,Hindi,5
Ward,2011,E05000832,Longford,Panjabi,236
Ward,2011,E05000832,Longford,Pakistani Pahari (with Mirpuri and Potwari),6
Ward,2011,E05000832,Longford,Bengali (with Sylheti and Chatgaya),22
Ward,2011,E05000832,Longford,Gujarati,181
Ward,2011,E05000832,Longford,Marathi,0
Ward,2011,E05000832,Longford,Telugu,1
Ward,2011,E05000832,Longford,Tamil,2
Ward,2011,E05000832,Longford,Malayalam,4
Ward,2011,E05000832,Longford,Sinhala,0
Ward,2011,E05000832,Longford,Nepalese,3
Ward,2011,E05000832,Longford,South Asian Language (all other),27
Ward,2011,E05000832,Longford,Mandarin Chinese,5
Ward,2011,E05000832,Longford,Cantonese Chinese,30
Ward,2011,E05000832,Longford,All other Chinese,27
Ward,2011,E05000832,Longford,Japanese,0
Ward,2011,E05000832,Longford,Korean,2
Ward,2011,E05000832,Longford,Vietnamese,2
Ward,2011,E05000832,Longford,Thai,3
Ward,2011,E05000832,Longford,Malay,1
Ward,2011,E05000832,Longford,Tagalog/Filipino,6
Ward,2011,E05000832,Longford,East Asian Language (all other),5
Ward,2011,E05000832,Longford,Oceanic/Australian language (any),0
Ward,2011,E05000832,Longford,North/South American language (any),0
Ward,2011,E05000832,Longford,Caribbean Creole (English-based),0
Ward,2011,E05000832,Longford,Caribbean Creole (all other),0
Ward,2011,E05000832,Longford,Amharic,0
Ward,2011,E05000832,Longford,Tigrinya,2
Ward,2011,E05000832,Longford,Somali,19
Ward,2011,E05000832,Longford,Krio,0
Ward,2011,E05000832,Longford,Akan,3
Ward,2011,E05000832,Longford,Yoruba,2
Ward,2011,E05000832,Longford,Igbo,1
Ward,2011,E05000832,Longford,Swahili/Kiswahili,4
Ward,2011,E05000832,Longford,Luganda,1
Ward,2011,E05000832,Longford,Lingala,0
Ward,2011,E05000832,Longford,Shona,0
Ward,2011,E05000832,Longford,Afrikaans,0
Ward,2011,E05000832,Longford,Any other Nigerian language,0
Ward,2011,E05000832,Longford,West African language (all other),1
Ward,2011,E05000832,Longford,African language (all other),6
Ward,2011,E05000832,Longford,All other languages,9
Ward,2011,E05000832,Longford,British sign language,3
Ward,2011,E05000832,Longford,Sign Language (all other),3
Ward,2011,E05000832,Longford,Any Sign Communication System,0
Ward,2011,E05000833,Priory,English (English or Welsh if in Wales),9482
Ward,2011,E05000833,Priory,Welsh/Cymraeg (in England only),1
Ward,2011,E05000833,Priory,Gaelic (Irish),0
Ward,2011,E05000833,Priory,Gaelic (Scottish),0
Ward,2011,E05000833,Priory,Manx Gaelic,0
Ward,2011,E05000833,Priory,Gaelic (Not otherwise specified),0
Ward,2011,E05000833,Priory,Cornish,0
Ward,2011,E05000833,Priory,Scots,2
Ward,2011,E05000833,Priory,Gypsy/Traveller languages,0
Ward,2011,E05000833,Priory,French,23
Ward,2011,E05000833,Priory,Portuguese,10
Ward,2011,E05000833,Priory,Spanish,23
Ward,2011,E05000833,Priory,Italian,19
Ward,2011,E05000833,Priory,German,18
Ward,2011,E05000833,Priory,Polish,77
Ward,2011,E05000833,Priory,Slovak,4
Ward,2011,E05000833,Priory,Czech,15
Ward,2011,E05000833,Priory,Romanian,0
Ward,2011,E05000833,Priory,Lithuanian,4
Ward,2011,E05000833,Priory,Latvian,3
Ward,2011,E05000833,Priory,Hungarian,1
Ward,2011,E05000833,Priory,Bulgarian,7
Ward,2011,E05000833,Priory,Greek,9
Ward,2011,E05000833,Priory,Dutch,5
Ward,2011,E05000833,Priory,Swedish,2
Ward,2011,E05000833,Priory,Danish,3
Ward,2011,E05000833,Priory,Finnish,2
Ward,2011,E05000833,Priory,Estonian,0
Ward,2011,E05000833,Priory,Slovenian,1
Ward,2011,E05000833,Priory,Maltese,0
Ward,2011,E05000833,Priory,Any other European Language (EU),0
Ward,2011,E05000833,Priory,Albanian,1
Ward,2011,E05000833,Priory,Serbian/Croatian/Bosnian,1
Ward,2011,E05000833,Priory,Ukrainian,0
Ward,2011,E05000833,Priory,Any other Eastern European Language (non EU),1
Ward,2011,E05000833,Priory,Northern European Language (non EU),2
Ward,2011,E05000833,Priory,Romani language (any),0
Ward,2011,E05000833,Priory,Yiddish,1
Ward,2011,E05000833,Priory,Russian,17
Ward,2011,E05000833,Priory,Turkish,7
Ward,2011,E05000833,Priory,Arabic,9
Ward,2011,E05000833,Priory,Hebrew,1
Ward,2011,E05000833,Priory,Kurdish,2
Ward,2011,E05000833,Priory,Persian/Farsi,22
Ward,2011,E05000833,Priory,Pashto,0
Ward,2011,E05000833,Priory,West/Central Asian Language (all other),0
Ward,2011,E05000833,Priory,Urdu,7
Ward,2011,E05000833,Priory,Hindi,47
Ward,2011,E05000833,Priory,Panjabi,0
Ward,2011,E05000833,Priory,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000833,Priory,Bengali (with Sylheti and Chatgaya),7
Ward,2011,E05000833,Priory,Gujarati,10
Ward,2011,E05000833,Priory,Marathi,10
Ward,2011,E05000833,Priory,Telugu,22
Ward,2011,E05000833,Priory,Tamil,24
Ward,2011,E05000833,Priory,Malayalam,10
Ward,2011,E05000833,Priory,Sinhala,2
Ward,2011,E05000833,Priory,Nepalese,0
Ward,2011,E05000833,Priory,South Asian Language (all other),2
Ward,2011,E05000833,Priory,Mandarin Chinese,5
Ward,2011,E05000833,Priory,Cantonese Chinese,26
Ward,2011,E05000833,Priory,All other Chinese,38
Ward,2011,E05000833,Priory,Japanese,6
Ward,2011,E05000833,Priory,Korean,7
Ward,2011,E05000833,Priory,Vietnamese,0
Ward,2011,E05000833,Priory,Thai,18
Ward,2011,E05000833,Priory,Malay,5
Ward,2011,E05000833,Priory,Tagalog/Filipino,0
Ward,2011,E05000833,Priory,East Asian Language (all other),5
Ward,2011,E05000833,Priory,Oceanic/Australian language (any),0
Ward,2011,E05000833,Priory,North/South American language (any),0
Ward,2011,E05000833,Priory,Caribbean Creole (English-based),0
Ward,2011,E05000833,Priory,Caribbean Creole (all other),0
Ward,2011,E05000833,Priory,Amharic,1
Ward,2011,E05000833,Priory,Tigrinya,0
Ward,2011,E05000833,Priory,Somali,0
Ward,2011,E05000833,Priory,Krio,0
Ward,2011,E05000833,Priory,Akan,0
Ward,2011,E05000833,Priory,Yoruba,0
Ward,2011,E05000833,Priory,Igbo,0
Ward,2011,E05000833,Priory,Swahili/Kiswahili,0
Ward,2011,E05000833,Priory,Luganda,1
Ward,2011,E05000833,Priory,Lingala,0
Ward,2011,E05000833,Priory,Shona,0
Ward,2011,E05000833,Priory,Afrikaans,2
Ward,2011,E05000833,Priory,Any other Nigerian language,2
Ward,2011,E05000833,Priory,West African language (all other),0
Ward,2011,E05000833,Priory,African language (all other),3
Ward,2011,E05000833,Priory,All other languages,4
Ward,2011,E05000833,Priory,British sign language,3
Ward,2011,E05000833,Priory,Sign Language (all other),2
Ward,2011,E05000833,Priory,Any Sign Communication System,0
Ward,2011,E05000834,St Mary's,English (English or Welsh if in Wales),10903
Ward,2011,E05000834,St Mary's,Welsh/Cymraeg (in England only),1
Ward,2011,E05000834,St Mary's,Gaelic (Irish),0
Ward,2011,E05000834,St Mary's,Gaelic (Scottish),0
Ward,2011,E05000834,St Mary's,Manx Gaelic,0
Ward,2011,E05000834,St Mary's,Gaelic (Not otherwise specified),0
Ward,2011,E05000834,St Mary's,Cornish,0
Ward,2011,E05000834,St Mary's,Scots,0
Ward,2011,E05000834,St Mary's,Gypsy/Traveller languages,0
Ward,2011,E05000834,St Mary's,French,7
Ward,2011,E05000834,St Mary's,Portuguese,6
Ward,2011,E05000834,St Mary's,Spanish,12
Ward,2011,E05000834,St Mary's,Italian,10
Ward,2011,E05000834,St Mary's,German,11
Ward,2011,E05000834,St Mary's,Polish,51
Ward,2011,E05000834,St Mary's,Slovak,4
Ward,2011,E05000834,St Mary's,Czech,2
Ward,2011,E05000834,St Mary's,Romanian,1
Ward,2011,E05000834,St Mary's,Lithuanian,4
Ward,2011,E05000834,St Mary's,Latvian,0
Ward,2011,E05000834,St Mary's,Hungarian,11
Ward,2011,E05000834,St Mary's,Bulgarian,3
Ward,2011,E05000834,St Mary's,Greek,14
Ward,2011,E05000834,St Mary's,Dutch,1
Ward,2011,E05000834,St Mary's,Swedish,4
Ward,2011,E05000834,St Mary's,Danish,0
Ward,2011,E05000834,St Mary's,Finnish,0
Ward,2011,E05000834,St Mary's,Estonian,0
Ward,2011,E05000834,St Mary's,Slovenian,0
Ward,2011,E05000834,St Mary's,Maltese,1
Ward,2011,E05000834,St Mary's,Any other European Language (EU),0
Ward,2011,E05000834,St Mary's,Albanian,5
Ward,2011,E05000834,St Mary's,Serbian/Croatian/Bosnian,14
Ward,2011,E05000834,St Mary's,Ukrainian,1
Ward,2011,E05000834,St Mary's,Any other Eastern European Language (non EU),0
Ward,2011,E05000834,St Mary's,Northern European Language (non EU),4
Ward,2011,E05000834,St Mary's,Romani language (any),0
Ward,2011,E05000834,St Mary's,Yiddish,0
Ward,2011,E05000834,St Mary's,Russian,2
Ward,2011,E05000834,St Mary's,Turkish,10
Ward,2011,E05000834,St Mary's,Arabic,54
Ward,2011,E05000834,St Mary's,Hebrew,0
Ward,2011,E05000834,St Mary's,Kurdish,10
Ward,2011,E05000834,St Mary's,Persian/Farsi,24
Ward,2011,E05000834,St Mary's,Pashto,0
Ward,2011,E05000834,St Mary's,West/Central Asian Language (all other),2
Ward,2011,E05000834,St Mary's,Urdu,42
Ward,2011,E05000834,St Mary's,Hindi,11
Ward,2011,E05000834,St Mary's,Panjabi,29
Ward,2011,E05000834,St Mary's,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000834,St Mary's,Bengali (with Sylheti and Chatgaya),5
Ward,2011,E05000834,St Mary's,Gujarati,7
Ward,2011,E05000834,St Mary's,Marathi,1
Ward,2011,E05000834,St Mary's,Telugu,8
Ward,2011,E05000834,St Mary's,Tamil,0
Ward,2011,E05000834,St Mary's,Malayalam,2
Ward,2011,E05000834,St Mary's,Sinhala,2
Ward,2011,E05000834,St Mary's,Nepalese,2
Ward,2011,E05000834,St Mary's,South Asian Language (all other),1
Ward,2011,E05000834,St Mary's,Mandarin Chinese,4
Ward,2011,E05000834,St Mary's,Cantonese Chinese,24
Ward,2011,E05000834,St Mary's,All other Chinese,40
Ward,2011,E05000834,St Mary's,Japanese,5
Ward,2011,E05000834,St Mary's,Korean,0
Ward,2011,E05000834,St Mary's,Vietnamese,0
Ward,2011,E05000834,St Mary's,Thai,4
Ward,2011,E05000834,St Mary's,Malay,0
Ward,2011,E05000834,St Mary's,Tagalog/Filipino,5
Ward,2011,E05000834,St Mary's,East Asian Language (all other),0
Ward,2011,E05000834,St Mary's,Oceanic/Australian language (any),0
Ward,2011,E05000834,St Mary's,North/South American language (any),0
Ward,2011,E05000834,St Mary's,Caribbean Creole (English-based),0
Ward,2011,E05000834,St Mary's,Caribbean Creole (all other),0
Ward,2011,E05000834,St Mary's,Amharic,1
Ward,2011,E05000834,St Mary's,Tigrinya,0
Ward,2011,E05000834,St Mary's,Somali,0
Ward,2011,E05000834,St Mary's,Krio,0
Ward,2011,E05000834,St Mary's,Akan,0
Ward,2011,E05000834,St Mary's,Yoruba,2
Ward,2011,E05000834,St Mary's,Igbo,1
Ward,2011,E05000834,St Mary's,Swahili/Kiswahili,0
Ward,2011,E05000834,St Mary's,Luganda,0
Ward,2011,E05000834,St Mary's,Lingala,0
Ward,2011,E05000834,St Mary's,Shona,3
Ward,2011,E05000834,St Mary's,Afrikaans,0
Ward,2011,E05000834,St Mary's,Any other Nigerian language,1
Ward,2011,E05000834,St Mary's,West African language (all other),4
Ward,2011,E05000834,St Mary's,African language (all other),6
Ward,2011,E05000834,St Mary's,All other languages,0
Ward,2011,E05000834,St Mary's,British sign language,3
Ward,2011,E05000834,St Mary's,Sign Language (all other),0
Ward,2011,E05000834,St Mary's,Any Sign Communication System,0
Ward,2011,E05000835,Sale Moor,English (English or Welsh if in Wales),9482
Ward,2011,E05000835,Sale Moor,Welsh/Cymraeg (in England only),6
Ward,2011,E05000835,Sale Moor,Gaelic (Irish),0
Ward,2011,E05000835,Sale Moor,Gaelic (Scottish),0
Ward,2011,E05000835,Sale Moor,Manx Gaelic,0
Ward,2011,E05000835,Sale Moor,Gaelic (Not otherwise specified),0
Ward,2011,E05000835,Sale Moor,Cornish,0
Ward,2011,E05000835,Sale Moor,Scots,0
Ward,2011,E05000835,Sale Moor,Gypsy/Traveller languages,0
Ward,2011,E05000835,Sale Moor,French,13
Ward,2011,E05000835,Sale Moor,Portuguese,13
Ward,2011,E05000835,Sale Moor,Spanish,7
Ward,2011,E05000835,Sale Moor,Italian,13
Ward,2011,E05000835,Sale Moor,German,13
Ward,2011,E05000835,Sale Moor,Polish,44
Ward,2011,E05000835,Sale Moor,Slovak,2
Ward,2011,E05000835,Sale Moor,Czech,0
Ward,2011,E05000835,Sale Moor,Romanian,12
Ward,2011,E05000835,Sale Moor,Lithuanian,1
Ward,2011,E05000835,Sale Moor,Latvian,0
Ward,2011,E05000835,Sale Moor,Hungarian,4
Ward,2011,E05000835,Sale Moor,Bulgarian,1
Ward,2011,E05000835,Sale Moor,Greek,4
Ward,2011,E05000835,Sale Moor,Dutch,4
Ward,2011,E05000835,Sale Moor,Swedish,0
Ward,2011,E05000835,Sale Moor,Danish,1
Ward,2011,E05000835,Sale Moor,Finnish,1
Ward,2011,E05000835,Sale Moor,Estonian,0
Ward,2011,E05000835,Sale Moor,Slovenian,0
Ward,2011,E05000835,Sale Moor,Maltese,2
Ward,2011,E05000835,Sale Moor,Any other European Language (EU),0
Ward,2011,E05000835,Sale Moor,Albanian,6
Ward,2011,E05000835,Sale Moor,Serbian/Croatian/Bosnian,2
Ward,2011,E05000835,Sale Moor,Ukrainian,3
Ward,2011,E05000835,Sale Moor,Any other Eastern European Language (non EU),0
Ward,2011,E05000835,Sale Moor,Northern European Language (non EU),1
Ward,2011,E05000835,Sale Moor,Romani language (any),0
Ward,2011,E05000835,Sale Moor,Yiddish,0
Ward,2011,E05000835,Sale Moor,Russian,11
Ward,2011,E05000835,Sale Moor,Turkish,3
Ward,2011,E05000835,Sale Moor,Arabic,66
Ward,2011,E05000835,Sale Moor,Hebrew,0
Ward,2011,E05000835,Sale Moor,Kurdish,23
Ward,2011,E05000835,Sale Moor,Persian/Farsi,16
Ward,2011,E05000835,Sale Moor,Pashto,0
Ward,2011,E05000835,Sale Moor,West/Central Asian Language (all other),1
Ward,2011,E05000835,Sale Moor,Urdu,25
Ward,2011,E05000835,Sale Moor,Hindi,7
Ward,2011,E05000835,Sale Moor,Panjabi,5
Ward,2011,E05000835,Sale Moor,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000835,Sale Moor,Bengali (with Sylheti and Chatgaya),22
Ward,2011,E05000835,Sale Moor,Gujarati,7
Ward,2011,E05000835,Sale Moor,Marathi,0
Ward,2011,E05000835,Sale Moor,Telugu,2
Ward,2011,E05000835,Sale Moor,Tamil,2
Ward,2011,E05000835,Sale Moor,Malayalam,6
Ward,2011,E05000835,Sale Moor,Sinhala,0
